,geo_id,stop_id,station_name,distance_miles
1697,1500000US170311203006,30248,Jefferson Park,1.338687723
1698,1500000US170312403001,30116,Damen,0.313258211
1699,1500000US170312925003,30118,Kostner,0.091124292
1700,1500000US170317005014,30057,Ashland/63rd,2.338825164
1701,1500000US170310403002,30168,Francisco,0.19010657
1702,1500000US170314911001,30089,95th/Dan Ryan,0.690638288
1703,1500000US170316503014,30182,Midway,1.060485318
1704,1500000US170312206022,30198,Logan Square,0.337872985
1705,1500000US170312207012,30198,Logan Square,0.67274959
1706,1500000US170310628002,30104,Diversey,0.43520204
1707,1500000US170312513003,30244,Austin,0.217235877
1708,1500000US170310317003,30386,Wilson,0.236688513
1709,1500000US170310201001,30176,Howard,1.111102413
1710,1500000US170313403001,30194,Cermak-Chinatown,0.231476868
1711,1500000US170311408004,30226,Kedzie,0.203984567
1712,1500000US170310619014,30258,Belmont,0.76405954
1713,1500000US170312004023,30198,Logan Square,1.372271687
1714,1500000US170311707003,30146,Harlem,1.049956966
1715,1500000US170311407022,30226,Kedzie,0.167385829
1716,1500000US170310303002,30148,Granville,0.983699795
1717,1500000US170316611004,30182,Midway,2.181661534
1718,1500000US170310814033,30065,Grand,0.493004674
1719,1500000US170313102001,30216,Halsted,0.361616766
1720,1500000US170318326003,30128,Armitage,0.038033473
1721,1500000US170311005001,30146,Harlem,0.106780825
1722,1500000US170316403005,30182,Midway,2.449490085
1723,1500000US170318344001,30140,Cottage Grove,0.458910883
1724,1500000US170313018012,30118,Kostner,0.072737462
1725,1500000US170317301003,30089,95th/Dan Ryan,0.981543029
1726,1500000US170312434002,30272,Chicago,0.177763506
1727,1500000US170318309002,30112,California,0.348824653
1728,1500000US170312107002,30198,Logan Square,0.526700733
1729,1500000US170318350003,30061,Western,0.575320495
1730,1500000US170310508001,30278,Addison,0.301113293
1731,1500000US170310206024,30176,Howard,1.444729839
1732,1500000US170310705003,30104,Diversey,0.661804174
1733,1500000US170310313002,30230,Argyle,0.369523669
1734,1500000US170310402024,30284,Western,0.08520257
1735,1500000US170318321001,30294,Sheridan,0.116972927
1736,1500000US170318357001,30238,47th,0.248177175
1737,1500000US170318318004,30250,Kimball,0.033233005
1738,1500000US170314903001,30089,95th/Dan Ryan,0.363470668
1739,1500000US170310514002,30254,Paulina,0.587537747
1740,1500000US170315611002,30182,Midway,2.107383565
1741,1500000US170311611002,30108,Irving Park,0.476101662
1742,1500000US170316609001,30057,Ashland/63rd,1.446176628
1743,1500000US170312420002,30063,Division,0.159888095
1744,1500000US170311704004,30146,Harlem,0.52432242
1745,1500000US170310903001,30146,Harlem,0.421926429
1746,1500000US170311301002,30250,Kimball,0.957313279
1747,1500000US170310632002,30232,Wellington,1.061420873
1748,1500000US170311104001,30248,Jefferson Park,0.567696957
1749,1500000US170311507003,30248,Jefferson Park,0.339539789
1750,1500000US170310715006,30156,Sedgwick,0.310644105
1751,1500000US170311505023,30248,Jefferson Park,1.484855197
1752,1500000US170310402023,30196,Rockwell,0.24208353
1753,1500000US170313107001,30162,18th,0.320728049
1754,1500000US170310609005,30274,Addison,0.510351113
1755,1500000US170311101004,30248,Jefferson Park,1.184172853
1756,1500000US170311301001,30250,Kimball,0.758043146
1757,1500000US170311907022,30260,Montrose,1.097151467
1758,1500000US170312410002,30130,Western,0.670731897
1759,1500000US170312412002,30116,Damen,0.585518225
1760,1500000US170316009003,30206,Ashland,0.647806123
1761,1500000US170310204003,30176,Howard,0.972804866
1762,1500000US170316503011,30182,Midway,0.631940074
1763,1500000US170318398003,30037,Sox-35th,0.740633234
1764,1500000US170313018021,30029,Pulaski,0.145643634
1765,1500000US170313902002,30210,47th,1.282622441
1766,1500000US170316202002,30182,Midway,0.252699341
1767,1500000US170310306042,30268,Bryn Mawr,0.246943683
1768,1500000US170312203002,30112,California,0.131215136
1769,1500000US170312420003,30063,Division,0.016133838
1770,1500000US170311701001,30146,Harlem,0.983589212
1771,1500000US170316502003,30182,Midway,0.369758308
1772,1500000US170316611002,30057,Ashland/63rd,2.362935173
1773,1500000US170317005015,30057,Ashland/63rd,2.6704334
1774,1500000US170317608011,30045,Cumberland,0.585950769
1775,1500000US170318316002,30264,Oak Park,0.387332799
1776,1500000US170318399003,30037,Sox-35th,0.677081398
