,index,GEO_ID,Year,crime_count,total_pop,geo_12,crimes_per_capita
0,0,1500000US170310101001,2013,81,526,170310101001,0.15399239543726237
1,1,1500000US170310101001,2014,76,421,170310101001,0.18052256532066507
2,2,1500000US170310101001,2015,91,435,170310101001,0.20919540229885059
3,3,1500000US170310101001,2016,61,639,170310101001,0.09546165884194054
4,4,1500000US170310101001,2017,79,594,170310101001,0.132996632996633
5,5,1500000US170310101001,2018,49,491,170310101001,0.09979633401221996
6,6,1500000US170310101002,2013,381,2456,170310101002,0.15513029315960913
7,7,1500000US170310101002,2014,287,1525,170310101002,0.1881967213114754
8,8,1500000US170310101002,2015,293,1496,170310101002,0.19585561497326204
9,9,1500000US170310101002,2016,245,1768,170310101002,0.13857466063348417
10,10,1500000US170310101002,2017,335,2170,170310101002,0.1543778801843318
11,11,1500000US170310101002,2018,387,2197,170310101002,0.17614929449248976
12,12,1500000US170310101003,2013,213,2086,170310101003,0.10210930009587728
13,13,1500000US170310101003,2014,214,2243,170310101003,0.0954079358002675
14,14,1500000US170310101003,2015,154,2175,170310101003,0.07080459770114943
15,15,1500000US170310101003,2016,165,1981,170310101003,0.08329126703685008
16,16,1500000US170310101003,2017,163,1680,170310101003,0.09702380952380953
17,17,1500000US170310101003,2018,140,1834,170310101003,0.07633587786259542
18,18,1500000US170310102011,2013,109,1790,170310102011,0.06089385474860335
19,19,1500000US170310102011,2014,66,1716,170310102011,0.038461538461538464
20,20,1500000US170310102011,2015,54,1785,170310102011,0.030252100840336135
21,21,1500000US170310102011,2016,71,1417,170310102011,0.05010585744530699
22,22,1500000US170310102011,2017,84,1439,170310102011,0.05837387074357193
23,23,1500000US170310102011,2018,92,1401,170310102011,0.06566738044254104
24,24,1500000US170310102012,2013,340,4701,170310102012,0.0723250372261221
25,25,1500000US170310102012,2014,324,4592,170310102012,0.07055749128919861
26,26,1500000US170310102012,2015,265,4339,170310102012,0.061073980179764925
27,27,1500000US170310102012,2016,259,4641,170310102012,0.05580693815987934
28,28,1500000US170310102012,2017,357,4820,170310102012,0.07406639004149378
29,29,1500000US170310102012,2018,270,4187,170310102012,0.06448531167900645
30,30,1500000US170310102013,2013,70,825,170310102013,0.08484848484848485
31,31,1500000US170310102013,2014,68,775,170310102013,0.08774193548387096
32,32,1500000US170310102013,2015,42,1105,170310102013,0.03800904977375565
33,33,1500000US170310102013,2016,51,974,170310102013,0.052361396303901436
34,34,1500000US170310102013,2017,66,938,170310102013,0.07036247334754797
35,35,1500000US170310102013,2018,55,1451,170310102013,0.03790489317711923
36,36,1500000US170310102021,2013,467,1290,170310102021,0.362015503875969
37,37,1500000US170310102021,2014,366,1427,170310102021,0.2564821303433777
38,38,1500000US170310102021,2015,474,1052,170310102021,0.4505703422053232
39,39,1500000US170310102021,2016,439,1114,170310102021,0.3940754039497307
40,40,1500000US170310102021,2017,495,1268,170310102021,0.39037854889589907
41,41,1500000US170310102021,2018,588,1374,170310102021,0.4279475982532751
42,42,1500000US170310102022,2013,119,1293,170310102022,0.0920340293890178
43,43,1500000US170310102022,2014,100,1075,170310102022,0.09302325581395349
44,44,1500000US170310102022,2015,88,1252,170310102022,0.07028753993610223
45,45,1500000US170310102022,2016,90,1161,170310102022,0.07751937984496124
46,46,1500000US170310102022,2017,129,1219,170310102022,0.10582444626743231
47,47,1500000US170310102022,2018,101,1478,170310102022,0.06833558863328823
48,48,1500000US170310103001,2013,62,882,170310103001,0.07029478458049887
49,49,1500000US170310103001,2014,51,998,170310103001,0.05110220440881764
50,50,1500000US170310103001,2015,50,1010,170310103001,0.04950495049504951
51,51,1500000US170310103001,2016,42,1034,170310103001,0.04061895551257253
52,52,1500000US170310103001,2017,62,1098,170310103001,0.056466302367941715
53,53,1500000US170310103001,2018,52,976,170310103001,0.05327868852459016
54,54,1500000US170310103002,2013,148,2143,170310103002,0.06906206252916472
55,55,1500000US170310103002,2014,129,2200,170310103002,0.05863636363636364
56,56,1500000US170310103002,2015,131,2046,170310103002,0.06402737047898338
57,57,1500000US170310103002,2016,151,2026,170310103002,0.07453109575518263
58,58,1500000US170310103002,2017,166,2185,170310103002,0.07597254004576659
59,59,1500000US170310103002,2018,131,2431,170310103002,0.053887289181406825
60,60,1500000US170310103003,2013,78,1386,170310103003,0.05627705627705628
61,61,1500000US170310103003,2014,84,1316,170310103003,0.06382978723404255
62,62,1500000US170310103003,2015,91,1292,170310103003,0.07043343653250773
63,63,1500000US170310103003,2016,81,1291,170310103003,0.0627420604182804
64,64,1500000US170310103003,2017,86,1273,170310103003,0.06755695208169678
65,65,1500000US170310103003,2018,65,1373,170310103003,0.04734158776402039
66,66,1500000US170310103004,2013,105,1654,170310103004,0.06348246674727932
67,67,1500000US170310103004,2014,103,1699,170310103004,0.06062389640965274
68,68,1500000US170310103004,2015,88,1729,170310103004,0.05089647194910353
69,69,1500000US170310103004,2016,95,1854,170310103004,0.05124056094929881
70,70,1500000US170310103004,2017,123,1857,170310103004,0.06623586429725363
71,71,1500000US170310103004,2018,104,1870,170310103004,0.05561497326203209
72,72,1500000US170310104001,2013,51,1438,170310104001,0.03546592489568846
73,73,1500000US170310104001,2014,47,1632,170310104001,0.028799019607843136
74,74,1500000US170310104001,2015,56,1755,170310104001,0.03190883190883191
75,75,1500000US170310104001,2016,86,1713,170310104001,0.050204319906596614
76,76,1500000US170310104001,2017,80,1809,170310104001,0.04422332780541736
77,77,1500000US170310104001,2018,81,1433,170310104001,0.056524773203070484
78,78,1500000US170310104002,2013,89,955,170310104002,0.09319371727748692
79,79,1500000US170310104002,2014,70,858,170310104002,0.08158508158508158
80,80,1500000US170310104002,2015,62,780,170310104002,0.07948717948717948
81,81,1500000US170310104002,2016,91,1088,170310104002,0.08363970588235294
82,82,1500000US170310104002,2017,80,972,170310104002,0.0823045267489712
83,83,1500000US170310104002,2018,62,869,170310104002,0.0713463751438435
84,84,1500000US170310104003,2013,135,2301,170310104003,0.05867014341590613
85,85,1500000US170310104003,2014,116,2240,170310104003,0.05178571428571429
86,86,1500000US170310104003,2015,107,2476,170310104003,0.04321486268174475
87,87,1500000US170310104003,2016,126,2802,170310104003,0.044967880085653104
88,88,1500000US170310104003,2017,141,2630,170310104003,0.05361216730038023
89,89,1500000US170310104003,2018,127,2851,170310104003,0.0445457734128376
90,90,1500000US170310105011,2013,43,1081,170310105011,0.039777983348751156
91,91,1500000US170310105011,2014,34,1098,170310105011,0.030965391621129327
92,92,1500000US170310105011,2015,33,1050,170310105011,0.03142857142857143
93,93,1500000US170310105011,2016,54,906,170310105011,0.059602649006622516
94,94,1500000US170310105011,2017,35,1033,170310105011,0.03388189738625363
95,95,1500000US170310105011,2018,42,974,170310105011,0.043121149897330596
96,96,1500000US170310105012,2013,66,1733,170310105012,0.038084246970571264
97,97,1500000US170310105012,2014,69,1669,170310105012,0.04134212103055722
98,98,1500000US170310105012,2015,63,1640,170310105012,0.03841463414634146
99,99,1500000US170310105012,2016,77,1739,170310105012,0.04427832087406555
100,100,1500000US170310105012,2017,81,2036,170310105012,0.039783889980353634
101,101,1500000US170310105012,2018,73,1961,170310105012,0.037225905150433454
102,102,1500000US170310105013,2013,116,1002,170310105013,0.1157684630738523
103,103,1500000US170310105013,2014,95,1064,170310105013,0.08928571428571429
104,104,1500000US170310105013,2015,70,1147,170310105013,0.06102877070619006
105,105,1500000US170310105013,2016,96,1261,170310105013,0.0761300555114988
106,106,1500000US170310105013,2017,72,1012,170310105013,0.07114624505928854
107,107,1500000US170310105013,2018,72,1212,170310105013,0.0594059405940594
108,108,1500000US170310105021,2013,59,1377,170310105021,0.042846768336964415
109,109,1500000US170310105021,2014,49,1222,170310105021,0.040098199672667756
110,110,1500000US170310105021,2015,56,1180,170310105021,0.04745762711864407
111,111,1500000US170310105021,2016,37,1174,170310105021,0.03151618398637138
112,112,1500000US170310105021,2017,60,944,170310105021,0.0635593220338983
113,113,1500000US170310105021,2018,39,1002,170310105021,0.038922155688622756
114,114,1500000US170310105022,2013,81,2383,170310105022,0.03399076793957197
115,115,1500000US170310105022,2014,66,2468,170310105022,0.02674230145867099
116,116,1500000US170310105022,2015,77,2233,170310105022,0.034482758620689655
117,117,1500000US170310105022,2016,82,1871,170310105022,0.043826830571886695
118,118,1500000US170310105022,2017,85,1687,170310105022,0.05038529934795495
119,119,1500000US170310105022,2018,95,1800,170310105022,0.05277777777777778
120,120,1500000US170310105031,2013,46,1660,170310105031,0.027710843373493974
121,121,1500000US170310105031,2014,50,1537,170310105031,0.03253090435914118
122,122,1500000US170310105031,2015,37,1442,170310105031,0.02565880721220527
123,123,1500000US170310105031,2016,44,1402,170310105031,0.03138373751783167
124,124,1500000US170310105031,2017,50,1388,170310105031,0.03602305475504323
125,125,1500000US170310105031,2018,50,1180,170310105031,0.0423728813559322
126,126,1500000US170310105032,2013,76,665,170310105032,0.11428571428571428
127,127,1500000US170310105032,2014,61,691,170310105032,0.08827785817655572
128,128,1500000US170310105032,2015,55,638,170310105032,0.08620689655172414
129,129,1500000US170310105032,2016,69,710,170310105032,0.09718309859154929
130,130,1500000US170310105032,2017,72,659,170310105032,0.10925644916540213
131,131,1500000US170310105032,2018,82,533,170310105032,0.15384615384615385
132,132,1500000US170310106001,2013,169,3091,170310106001,0.054674862504044
133,133,1500000US170310106001,2014,127,2724,170310106001,0.046622613803230545
134,134,1500000US170310106001,2015,91,2662,170310106001,0.034184823441021785
135,135,1500000US170310106001,2016,115,2730,170310106001,0.04212454212454213
136,136,1500000US170310106001,2017,126,2172,170310106001,0.058011049723756904
137,137,1500000US170310106001,2018,93,1646,170310106001,0.056500607533414335
138,138,1500000US170310106002,2013,45,984,170310106002,0.04573170731707317
139,139,1500000US170310106002,2014,51,844,170310106002,0.06042654028436019
140,140,1500000US170310106002,2015,25,903,170310106002,0.02768549280177187
141,141,1500000US170310106002,2016,33,773,170310106002,0.042690815006468305
142,142,1500000US170310106002,2017,35,502,170310106002,0.0697211155378486
143,143,1500000US170310106002,2018,28,467,170310106002,0.059957173447537475
144,144,1500000US170310106003,2013,81,1723,170310106003,0.047011027278003485
145,145,1500000US170310106003,2014,68,1455,170310106003,0.04673539518900344
146,146,1500000US170310106003,2015,62,1753,170310106003,0.03536794067313177
147,147,1500000US170310106003,2016,75,1822,170310106003,0.041163556531284305
148,148,1500000US170310106003,2017,105,2493,170310106003,0.0421179302045728
149,149,1500000US170310106003,2018,62,2800,170310106003,0.02214285714285714
150,150,1500000US170310106004,2013,145,1148,170310106004,0.12630662020905922
151,151,1500000US170310106004,2014,125,1490,170310106004,0.08389261744966443
152,152,1500000US170310106004,2015,120,1240,170310106004,0.0967741935483871
153,153,1500000US170310106004,2016,152,1299,170310106004,0.1170130869899923
154,154,1500000US170310106004,2017,113,1348,170310106004,0.08382789317507418
155,155,1500000US170310106004,2018,104,1358,170310106004,0.07658321060382917
156,156,1500000US170310107011,2013,69,1749,170310107011,0.03945111492281304
157,157,1500000US170310107011,2014,67,2105,170310107011,0.031828978622327794
158,158,1500000US170310107011,2015,54,1875,170310107011,0.0288
159,159,1500000US170310107011,2016,58,1906,170310107011,0.030430220356768102
160,160,1500000US170310107011,2017,63,1818,170310107011,0.034653465346534656
161,161,1500000US170310107011,2018,59,1603,170310107011,0.036805988771054274
162,162,1500000US170310107012,2013,91,2194,170310107012,0.0414767547857794
163,163,1500000US170310107012,2014,110,1841,170310107012,0.05975013579576317
164,164,1500000US170310107012,2015,77,2124,170310107012,0.036252354048964215
165,165,1500000US170310107012,2016,78,2015,170310107012,0.03870967741935484
166,166,1500000US170310107012,2017,105,2015,170310107012,0.052109181141439205
167,167,1500000US170310107012,2018,91,2163,170310107012,0.042071197411003236
168,168,1500000US170310107021,2013,146,1620,170310107021,0.09012345679012346
169,169,1500000US170310107021,2014,105,1499,170310107021,0.07004669779853236
170,170,1500000US170310107021,2015,106,1564,170310107021,0.06777493606138107
171,171,1500000US170310107021,2016,120,1869,170310107021,0.06420545746388442
172,172,1500000US170310107021,2017,106,2058,170310107021,0.05150631681243926
173,173,1500000US170310107021,2018,81,2077,170310107021,0.038998555609051515
174,174,1500000US170310107022,2013,63,1910,170310107022,0.032984293193717276
175,175,1500000US170310107022,2014,44,1492,170310107022,0.029490616621983913
176,176,1500000US170310107022,2015,34,1515,170310107022,0.022442244224422443
177,177,1500000US170310107022,2016,59,1610,170310107022,0.03664596273291926
178,178,1500000US170310107022,2017,54,1060,170310107022,0.0509433962264151
179,179,1500000US170310107022,2018,57,907,170310107022,0.06284454244762955
180,180,1500000US170310107023,2013,111,1351,170310107023,0.08216136195410807
181,181,1500000US170310107023,2014,79,1184,170310107023,0.06672297297297297
182,182,1500000US170310107023,2015,60,978,170310107023,0.06134969325153374
183,183,1500000US170310107023,2016,65,1108,170310107023,0.058664259927797835
184,184,1500000US170310107023,2017,45,1217,170310107023,0.03697617091207888
185,185,1500000US170310107023,2018,43,1252,170310107023,0.034345047923322686
186,186,1500000US170310107024,2013,59,639,170310107024,0.09233176838810642
187,187,1500000US170310107024,2014,57,1099,170310107024,0.051865332120109194
188,188,1500000US170310107024,2015,50,1106,170310107024,0.045207956600361664
189,189,1500000US170310107024,2016,61,1021,170310107024,0.059745347698334964
190,190,1500000US170310107024,2017,66,998,170310107024,0.06613226452905811
191,191,1500000US170310107024,2018,44,860,170310107024,0.05116279069767442
192,192,1500000US170310201001,2013,111,2227,170310201001,0.049842837898518184
193,193,1500000US170310201001,2014,89,2545,170310201001,0.034970530451866405
194,194,1500000US170310201001,2015,94,2545,170310201001,0.03693516699410609
195,195,1500000US170310201001,2016,96,2451,170310201001,0.03916768665850673
196,196,1500000US170310201001,2017,113,2716,170310201001,0.04160530191458026
197,197,1500000US170310201001,2018,111,2405,170310201001,0.046153846153846156
198,198,1500000US170310201002,2013,128,1955,170310201002,0.06547314578005115
199,199,1500000US170310201002,2014,136,1445,170310201002,0.09411764705882353
200,200,1500000US170310201002,2015,125,1354,170310201002,0.09231905465288036
201,201,1500000US170310201002,2016,144,1574,170310201002,0.09148665819567979
202,202,1500000US170310201002,2017,166,1492,170310201002,0.11126005361930295
203,203,1500000US170310201002,2018,97,1431,170310201002,0.06778476589797344
204,204,1500000US170310202001,2013,37,1524,170310202001,0.024278215223097113
205,205,1500000US170310202001,2014,26,1370,170310202001,0.01897810218978102
206,206,1500000US170310202001,2015,27,1359,170310202001,0.019867549668874173
207,207,1500000US170310202001,2016,37,1610,170310202001,0.02298136645962733
208,208,1500000US170310202001,2017,61,1628,170310202001,0.03746928746928747
209,209,1500000US170310202001,2018,52,1381,170310202001,0.03765387400434468
210,210,1500000US170310202002,2013,46,1677,170310202002,0.027429934406678593
211,211,1500000US170310202002,2014,62,1460,170310202002,0.04246575342465753
212,212,1500000US170310202002,2015,70,1459,170310202002,0.047978067169294036
213,213,1500000US170310202002,2016,77,1751,170310202002,0.04397487150199886
214,214,1500000US170310202002,2017,88,2083,170310202002,0.04224675948151704
215,215,1500000US170310202002,2018,58,1930,170310202002,0.03005181347150259
216,216,1500000US170310202003,2013,45,1576,170310202003,0.028553299492385786
217,217,1500000US170310202003,2014,40,1689,170310202003,0.023682652457075192
218,218,1500000US170310202003,2015,21,1841,170310202003,0.011406844106463879
219,219,1500000US170310202003,2016,48,1829,170310202003,0.026243849097867686
220,220,1500000US170310202003,2017,53,1741,170310202003,0.030442274554853533
221,221,1500000US170310202003,2018,50,1860,170310202003,0.026881720430107527
222,222,1500000US170310202004,2013,99,1779,170310202004,0.05564924114671164
223,223,1500000US170310202004,2014,68,1736,170310202004,0.03917050691244239
224,224,1500000US170310202004,2015,69,1975,170310202004,0.034936708860759495
225,225,1500000US170310202004,2016,81,1606,170310202004,0.050435865504358655
226,226,1500000US170310202004,2017,108,1453,170310202004,0.0743289745354439
227,227,1500000US170310202004,2018,85,1568,170310202004,0.054209183673469385
228,228,1500000US170310203011,2013,14,1523,170310203011,0.009192383453709783
229,229,1500000US170310203011,2014,15,1619,170310203011,0.00926497838171711
230,230,1500000US170310203011,2015,21,1590,170310203011,0.013207547169811321
231,231,1500000US170310203011,2016,17,1585,170310203011,0.010725552050473186
232,232,1500000US170310203011,2017,19,1721,170310203011,0.011040092969203951
233,233,1500000US170310203011,2018,21,1578,170310203011,0.013307984790874524
234,234,1500000US170310203012,2013,37,1250,170310203012,0.0296
235,235,1500000US170310203012,2014,24,1360,170310203012,0.01764705882352941
236,236,1500000US170310203012,2015,28,1422,170310203012,0.01969057665260197
237,237,1500000US170310203012,2016,42,1363,170310203012,0.030814380044020543
238,238,1500000US170310203012,2017,41,1476,170310203012,0.027777777777777776
239,239,1500000US170310203012,2018,32,1606,170310203012,0.019925280199252802
240,240,1500000US170310203013,2013,54,2460,170310203013,0.02195121951219512
241,241,1500000US170310203013,2014,57,2260,170310203013,0.025221238938053097
242,242,1500000US170310203013,2015,40,2130,170310203013,0.018779342723004695
243,243,1500000US170310203013,2016,40,2349,170310203013,0.017028522775649212
244,244,1500000US170310203013,2017,77,2098,170310203013,0.03670162059103908
245,245,1500000US170310203013,2018,49,2288,170310203013,0.021416083916083916
246,246,1500000US170310203021,2013,37,1119,170310203021,0.03306523681858802
247,247,1500000US170310203021,2014,36,1013,170310203021,0.035538005923000986
248,248,1500000US170310203021,2015,32,787,170310203021,0.04066073697585769
249,249,1500000US170310203021,2016,45,701,170310203021,0.06419400855920114
250,250,1500000US170310203021,2017,61,819,170310203021,0.07448107448107448
251,251,1500000US170310203021,2018,40,995,170310203021,0.04020100502512563
252,252,1500000US170310203022,2013,30,738,170310203022,0.04065040650406504
253,253,1500000US170310203022,2014,48,1121,170310203022,0.042818911685994644
254,254,1500000US170310203022,2015,35,1013,170310203022,0.034550839091806514
255,255,1500000US170310203022,2016,39,1020,170310203022,0.03823529411764706
256,256,1500000US170310203022,2017,44,1235,170310203022,0.03562753036437247
257,257,1500000US170310203022,2018,36,1669,170310203022,0.02156980227681246
258,258,1500000US170310203023,2013,133,2657,170310203023,0.05005645464809936
259,259,1500000US170310203023,2014,122,2517,170310203023,0.04847040127135479
260,260,1500000US170310203023,2015,105,3086,170310203023,0.034024627349319506
261,261,1500000US170310203023,2016,138,3219,170310203023,0.04287045666356011
262,262,1500000US170310203023,2017,166,2969,170310203023,0.05591108117211182
263,263,1500000US170310203023,2018,139,2684,170310203023,0.05178837555886736
264,264,1500000US170310204001,2013,30,810,170310204001,0.037037037037037035
265,265,1500000US170310204001,2014,38,693,170310204001,0.05483405483405483
266,266,1500000US170310204001,2015,24,831,170310204001,0.02888086642599278
267,267,1500000US170310204001,2016,25,745,170310204001,0.03355704697986577
268,268,1500000US170310204001,2017,40,787,170310204001,0.05082592121982211
269,269,1500000US170310204001,2018,47,707,170310204001,0.06647807637906648
270,270,1500000US170310204002,2013,99,1551,170310204002,0.06382978723404255
271,271,1500000US170310204002,2014,60,1693,170310204002,0.03544004725339634
272,272,1500000US170310204002,2015,57,1722,170310204002,0.033101045296167246
273,273,1500000US170310204002,2016,78,1745,170310204002,0.04469914040114613
274,274,1500000US170310204002,2017,82,1651,170310204002,0.04966686856450636
275,275,1500000US170310204002,2018,77,1378,170310204002,0.05587808417997097
276,276,1500000US170310204003,2013,94,2019,170310204003,0.04655770183259039
277,277,1500000US170310204003,2014,103,1908,170310204003,0.053983228511530396
278,278,1500000US170310204003,2015,67,1965,170310204003,0.03409669211195929
279,279,1500000US170310204003,2016,72,2134,170310204003,0.033739456419868794
280,280,1500000US170310204003,2017,112,2113,170310204003,0.053005205868433505
281,281,1500000US170310204003,2018,88,2151,170310204003,0.04091120409112041
282,282,1500000US170310205001,2013,132,2375,170310205001,0.055578947368421054
283,283,1500000US170310205001,2014,126,2561,170310205001,0.049199531433033974
284,284,1500000US170310205001,2015,113,2764,170310205001,0.040882778581765554
285,285,1500000US170310205001,2016,128,2711,170310205001,0.047215049797122835
286,286,1500000US170310205001,2017,133,3009,170310205001,0.044200731139913595
287,287,1500000US170310205001,2018,85,2703,170310205001,0.031446540880503145
288,288,1500000US170310205002,2013,109,748,170310205002,0.14572192513368984
289,289,1500000US170310205002,2014,75,573,170310205002,0.13089005235602094
290,290,1500000US170310205002,2015,50,898,170310205002,0.0556792873051225
291,291,1500000US170310205002,2016,78,894,170310205002,0.087248322147651
292,292,1500000US170310205002,2017,58,1179,170310205002,0.04919423240033927
293,293,1500000US170310205002,2018,81,1498,170310205002,0.0540720961281709
294,294,1500000US170310205003,2013,128,1650,170310205003,0.07757575757575758
295,295,1500000US170310205003,2014,77,1526,170310205003,0.05045871559633028
296,296,1500000US170310205003,2015,91,1348,170310205003,0.06750741839762611
297,297,1500000US170310205003,2016,73,1540,170310205003,0.047402597402597405
298,298,1500000US170310205003,2017,73,1691,170310205003,0.04316972205795387
299,299,1500000US170310205003,2018,77,1804,170310205003,0.042682926829268296
300,300,1500000US170310205004,2013,73,1271,170310205004,0.057435090479937057
301,301,1500000US170310205004,2014,85,1344,170310205004,0.06324404761904762
302,302,1500000US170310205004,2015,78,784,170310205004,0.09948979591836735
303,303,1500000US170310205004,2016,80,782,170310205004,0.10230179028132992
304,304,1500000US170310205004,2017,67,666,170310205004,0.1006006006006006
305,305,1500000US170310205004,2018,68,579,170310205004,0.11744386873920552
306,306,1500000US170310206011,2013,62,2331,170310206011,0.026598026598026597
307,307,1500000US170310206011,2014,52,2177,170310206011,0.02388608176389527
308,308,1500000US170310206011,2015,51,2171,170310206011,0.02349147858129894
309,309,1500000US170310206011,2016,63,2519,170310206011,0.02500992457324335
310,310,1500000US170310206011,2017,42,2008,170310206011,0.02091633466135458
311,311,1500000US170310206011,2018,60,2126,170310206011,0.028222013170272814
312,312,1500000US170310206012,2013,145,2765,170310206012,0.05244122965641953
313,313,1500000US170310206012,2014,114,3127,170310206012,0.036456667732651105
314,314,1500000US170310206012,2015,110,3052,170310206012,0.03604193971166448
315,315,1500000US170310206012,2016,100,2661,170310206012,0.03757985719654265
316,316,1500000US170310206012,2017,95,3199,170310206012,0.029696780243826194
317,317,1500000US170310206012,2018,87,3279,170310206012,0.026532479414455627
318,318,1500000US170310206013,2013,111,1499,170310206013,0.07404936624416278
319,319,1500000US170310206013,2014,91,1393,170310206013,0.06532663316582915
320,320,1500000US170310206013,2015,78,1107,170310206013,0.07046070460704607
321,321,1500000US170310206013,2016,78,1200,170310206013,0.065
322,322,1500000US170310206013,2017,88,923,170310206013,0.09534127843986999
323,323,1500000US170310206013,2018,97,726,170310206013,0.13360881542699724
324,324,1500000US170310206021,2013,56,780,170310206021,0.07179487179487179
325,325,1500000US170310206021,2014,35,1003,170310206021,0.03489531405782652
326,326,1500000US170310206021,2015,43,826,170310206021,0.05205811138014528
327,327,1500000US170310206021,2016,29,1081,170310206021,0.02682701202590194
328,328,1500000US170310206021,2017,33,1353,170310206021,0.024390243902439025
329,329,1500000US170310206021,2018,32,1347,170310206021,0.023756495916852263
330,330,1500000US170310206022,2013,93,930,170310206022,0.1
331,331,1500000US170310206022,2014,93,1057,170310206022,0.0879848628192999
332,332,1500000US170310206022,2015,75,1140,170310206022,0.06578947368421052
333,333,1500000US170310206022,2016,71,885,170310206022,0.08022598870056497
334,334,1500000US170310206022,2017,82,771,170310206022,0.10635538261997406
335,335,1500000US170310206022,2018,90,925,170310206022,0.0972972972972973
336,336,1500000US170310206023,2013,74,1215,170310206023,0.060905349794238686
337,337,1500000US170310206023,2014,75,926,170310206023,0.08099352051835854
338,338,1500000US170310206023,2015,67,1046,170310206023,0.06405353728489484
339,339,1500000US170310206023,2016,46,1444,170310206023,0.03185595567867036
340,340,1500000US170310206023,2017,75,1677,170310206023,0.044722719141323794
341,341,1500000US170310206023,2018,89,1580,170310206023,0.056329113924050635
342,342,1500000US170310206024,2013,37,1007,170310206024,0.036742800397219465
343,343,1500000US170310206024,2014,40,1116,170310206024,0.035842293906810034
344,344,1500000US170310206024,2015,36,1101,170310206024,0.0326975476839237
345,345,1500000US170310206024,2016,47,968,170310206024,0.04855371900826446
346,346,1500000US170310206024,2017,30,836,170310206024,0.03588516746411483
347,347,1500000US170310206024,2018,29,882,170310206024,0.032879818594104306
348,348,1500000US170310207011,2013,112,753,170310207011,0.14873837981407703
349,349,1500000US170310207011,2014,112,818,170310207011,0.13691931540342298
350,350,1500000US170310207011,2015,90,884,170310207011,0.10180995475113122
351,351,1500000US170310207011,2016,106,876,170310207011,0.12100456621004566
352,352,1500000US170310207011,2017,122,818,170310207011,0.1491442542787286
353,353,1500000US170310207011,2018,143,865,170310207011,0.1653179190751445
354,354,1500000US170310207012,2013,31,1167,170310207012,0.026563838903170524
355,355,1500000US170310207012,2014,36,1075,170310207012,0.03348837209302326
356,356,1500000US170310207012,2015,40,751,170310207012,0.05326231691078562
357,357,1500000US170310207012,2016,35,816,170310207012,0.0428921568627451
358,358,1500000US170310207012,2017,39,911,170310207012,0.042810098792535674
359,359,1500000US170310207012,2018,63,883,170310207012,0.07134767836919592
360,360,1500000US170310207021,2013,74,2171,170310207021,0.03408567480423768
361,361,1500000US170310207021,2014,73,2372,170310207021,0.030775716694772345
362,362,1500000US170310207021,2015,71,2250,170310207021,0.03155555555555556
363,363,1500000US170310207021,2016,69,2202,170310207021,0.031335149863760216
364,364,1500000US170310207021,2017,72,2626,170310207021,0.027418126428027417
365,365,1500000US170310207021,2018,67,2669,170310207021,0.02510303484451105
366,366,1500000US170310207022,2013,164,3175,170310207022,0.051653543307086616
367,367,1500000US170310207022,2014,137,3078,170310207022,0.044509421702404156
368,368,1500000US170310207022,2015,138,2944,170310207022,0.046875
369,369,1500000US170310207022,2016,133,2654,170310207022,0.05011303692539563
370,370,1500000US170310207022,2017,108,2574,170310207022,0.04195804195804196
371,371,1500000US170310207022,2018,124,2724,170310207022,0.04552129221732746
372,372,1500000US170310207023,2013,86,1730,170310207023,0.04971098265895954
373,373,1500000US170310207023,2014,77,1870,170310207023,0.041176470588235294
374,374,1500000US170310207023,2015,60,2062,170310207023,0.029097963142580018
375,375,1500000US170310207023,2016,61,2294,170310207023,0.02659110723626853
376,376,1500000US170310207023,2017,56,2043,170310207023,0.02741067058247675
377,377,1500000US170310207023,2018,76,1484,170310207023,0.05121293800539083
378,378,1500000US170310207024,2013,45,934,170310207024,0.048179871520342615
379,379,1500000US170310207024,2014,40,912,170310207024,0.043859649122807015
380,380,1500000US170310207024,2015,49,577,170310207024,0.08492201039861352
381,381,1500000US170310207024,2016,32,645,170310207024,0.04961240310077519
382,382,1500000US170310207024,2017,32,600,170310207024,0.05333333333333334
383,383,1500000US170310207024,2018,36,797,170310207024,0.0451693851944793
384,384,1500000US170310208011,2013,62,1445,170310208011,0.042906574394463666
385,385,1500000US170310208011,2014,69,1470,170310208011,0.04693877551020408
386,386,1500000US170310208011,2015,59,1465,170310208011,0.040273037542662114
387,387,1500000US170310208011,2016,65,1578,170310208011,0.041191381495564006
388,388,1500000US170310208011,2017,72,1663,170310208011,0.04329524954900782
389,389,1500000US170310208011,2018,79,1784,170310208011,0.044282511210762335
390,390,1500000US170310208012,2013,41,1078,170310208012,0.038033395176252316
391,391,1500000US170310208012,2014,44,943,170310208012,0.04665959703075292
392,392,1500000US170310208012,2015,38,780,170310208012,0.04871794871794872
393,393,1500000US170310208012,2016,32,833,170310208012,0.03841536614645858
394,394,1500000US170310208012,2017,31,669,170310208012,0.04633781763826607
395,395,1500000US170310208012,2018,38,618,170310208012,0.061488673139158574
396,396,1500000US170310208013,2013,70,864,170310208013,0.08101851851851852
397,397,1500000US170310208013,2014,75,769,170310208013,0.09752925877763328
398,398,1500000US170310208013,2015,52,1095,170310208013,0.047488584474885846
399,399,1500000US170310208013,2016,75,1129,170310208013,0.06643046944198405
400,400,1500000US170310208013,2017,73,1307,170310208013,0.0558530986993114
401,401,1500000US170310208013,2018,74,1406,170310208013,0.05263157894736842
