GEO_ID,Year,pri_neigh,sec_neigh,side,price_p_sf,price_p_house,prev_year_no_of_sales,prev_year_avg_age,prev_year_price_p_sf,prev_year_price_p_house,prev_year_avg_sf,station_name,Total Population,Median Age,Median HH Income,Total Housing Units,Median Number of Rooms,Median Year Built,Median Gross Rent,Mean HH Size,Percent White,Percent Black,Percent HH with Children,Percent Housing Vacant,public_schools,crime_count,crimes_per_capita,distance_miles
1500000US170310312003,2017,Uptown,UPTOWN,North,260.2533050185011,264033.3333333333,3.0,4.0,278.4275359096367,347833.3333333333,1249.2777777777778,Argyle,1055.0,50.70000000000001,8617.0,860.0,1.5,1945.0,413.0,1.38,0.442654028436019,0.4872037914691943,0.4857142857142857,0.10930232558139537,1.0,150.0,0.14218009478672985,0.053709022
1500000US170310312003,2018,Uptown,UPTOWN,North,245.65089507830982,223418.42857142858,2.0,63.0,316.36824146058325,288250.0,911.1217948717949,Argyle,892.0,48.9,8744.0,773.0,2.0,1945.0,478.0,1.3,0.4573991031390134,0.42376681614349776,0.0,0.1151358344113842,1.0,131.0,0.1468609865470852,0.053709022
1500000US170310312003,2019,Uptown,UPTOWN,North,328.1312525010004,410000.0,5.0,51.8,303.40920866291316,292800.0,965.0333333333334,Argyle,1104.0,47.1,10678.0,873.0,2.3,1942.0,632.0,1.3,0.4782608695652174,0.3813405797101449,0.0,0.0286368843069874,1.0,119.0,0.10778985507246377,0.05370902200000001
1500000US170310312004,2016,Uptown,UPTOWN,North,465.43147432266977,266781.25,10.0,56.8,341.44992481874147,166950.0,488.94431617937926,Argyle,1388.0,44.39999999999999,20295.0,916.0,2.6999999999999997,1939.0,470.0,1.77,0.5410662824207492,0.19884726224783858,0.1813186813186813,0.14519650655021835,0.0,99.0,0.07132564841498558,0.154670689
1500000US170310312004,2017,Uptown,UPTOWN,North,453.8395175980723,249113.15789473685,15.0,47.733333333333334,265.9816084918443,268626.6666666667,1009.9445152987089,Argyle,1363.0,44.70000000000001,21444.0,975.0,2.5,1939.0,474.0,1.5799999999999996,0.5994130594277329,0.32868672046955244,0.3229813664596274,0.11282051282051285,0.0,96.0,0.07043286867204698,0.154670689
1500000US170310312004,2018,Uptown,UPTOWN,North,462.3700502496137,247328.8947368421,13.0,27.307692307692307,364.96269828032604,228761.53846153847,626.807998569289,Argyle,1404.0,33.60000000000001,,988.0,3.5,1939.0,491.0,1.6700000000000002,0.547008547008547,0.3774928774928776,0.11555555555555556,0.14979757085020243,0.0,91.0,0.0648148148148148,0.154670689
1500000US170310312004,2019,Uptown,UPTOWN,North,539.9110097553283,271250.0,8.0,38.0,465.43147432266977,266781.25,573.191253101737,Argyle,1341.0,34.0,52569.0,793.0,3.6000000000000005,1939.0,592.0,1.8700000000000006,0.6674123788217747,0.17375093214019388,0.34913793103448276,0.09331651954602772,0.0,79.0,0.05891126025354211,0.154670689
1500000US170310313002,2016,Uptown,UPTOWN,North,299.85300139214405,150840.26470588235,32.0,67.09375,234.48169535107448,134717.84375,574.5345859440993,Argyle,1369.0,34.20000000000002,58625.0,863.0,3.0999999999999988,1955.0,1098.0,1.7400000000000004,0.6274653031409787,0.17677136596055507,0.25882352941176473,0.09038238702201619,0.0,32.0,0.023374726077428774,0.3695236689999999
1500000US170310313002,2017,Uptown,UPTOWN,North,373.9176778058876,135007.22222222222,40.0,67.4,371.2410358053283,116906.4,314.90699767711965,Argyle,1305.0,38.0,58706.0,835.0,3.2000000000000015,1953.0,1058.0,1.6300000000000008,0.6260536398467439,0.19157088122605354,0.18518518518518515,0.038323353293413145,0.0,27.0,0.02068965517241381,0.3695236689999998
1500000US170310313002,2018,Uptown,UPTOWN,North,312.67139054171344,108624.03125,36.0,71.72222222222223,362.8925414631234,140255.0,386.49182326678516,Argyle,1309.0,36.5,54531.0,841.0,3.2000000000000015,1956.0,1081.0,1.5900000000000014,0.5889992360580592,0.24751718869365927,0.19067796610169482,0.023781212841854946,0.0,38.0,0.02902979373567607,0.36952366899999983
1500000US170310313002,2019,Uptown,UPTOWN,North,428.4847877567905,135018.76744186046,34.0,71.32352941176471,299.85300139214405,150840.26470588235,503.04737323144326,Argyle,1341.0,37.900000000000006,51971.0,921.0,3.400000000000002,1958.0,1110.0,1.5600000000000005,0.5712155108128267,0.2677106636838182,0.26548672566371684,0.0694896851248643,0.0,30.0,0.02237136465324385,0.3695236689999999
1500000US170310313003,2016,Uptown,UPTOWN,North,280.90929373559084,296780.0,4.0,77.0,310.77804716773204,323125.0,1039.7291666666665,Argyle,708.0,46.2,9811.0,209.0,2.9,1962.0,725.0,2.52,0.3742937853107345,0.3192090395480226,0.19576719576719576,0.0,0.0,24.0,0.03389830508474576,0.247692897
1500000US170310313003,2017,Uptown,UPTOWN,North,333.75715193897014,356250.0,3.0,84.33333333333333,260.01507785894404,277833.3333333333,1068.5277777777776,Argyle,596.0,43.9,31546.0,225.0,2.7999999999999994,1960.0,746.0,2.65,0.1879194630872484,0.24496644295302014,0.2608695652173913,0.0,0.0,22.0,0.03691275167785235,0.247692897
1500000US170310313003,2018,Uptown,UPTOWN,North,293.3835395373857,363600.0,3.0,107.66666666666667,294.4028303712098,317000.0,1076.7559523809525,Argyle,617.0,46.1,30431.0,262.0,2.5,1947.0,744.0,2.35,0.19124797406807134,0.20097244732576983,0.3297872340425532,0.0,0.0,25.0,0.040518638573743916,0.247692897
1500000US170310313003,2019,Uptown,UPTOWN,North,356.45263827082005,400500.0,5.0,85.4,280.90929373559084,296780.0,1056.497619047619,Argyle,821.0,42.1,31401.0,299.0,3.0,1939.0,818.0,2.75,0.23264311814859934,0.0,0.6120218579234973,0.0,0.0,33.0,0.04019488428745432,0.247692897
1500000US170310313004,2016,Uptown,UPTOWN,North,285.78114510627387,199469.35483870967,32.0,66.46875,261.77357666970727,208884.71875,797.9595244387871,Lawrence,2492.0,47.40000000000002,23580.0,1466.0,2.7000000000000015,1939.0,628.0,1.6300000000000006,0.3675762439807386,0.3703852327447835,0.5439024390243898,0.028649386084583898,1.0,105.0,0.042134831460674184,0.5894110569999998
1500000US170310313004,2017,Uptown,UPTOWN,North,245.5065931940106,229370.7142857143,21.0,79.66666666666667,193.8926107393339,251757.14285714287,1298.4359842139684,Lawrence,2427.0,51.5,16777.0,1509.0,2.700000000000001,1939.0,542.0,1.5199999999999998,0.40008240626287594,0.3852492789452,0.5,0.06030483764082174,1.0,70.0,0.028842192006592507,0.589411057
1500000US170310313004,2018,Uptown,UPTOWN,North,377.1609650590686,187135.09677419355,26.0,83.0,292.018919004216,323492.3076923077,1107.77859460413,Lawrence,2818.0,55.29999999999997,17132.0,1591.0,2.8999999999999995,1945.0,529.0,1.6300000000000001,0.33144073811213637,0.4460610361958838,0.35024154589372,0.054682589566310495,1.0,88.0,0.03122782114975161,0.5894110569999998
1500000US170310313004,2019,Uptown,UPTOWN,North,298.14647118075527,242025.0,31.0,78.03225806451613,285.78114510627387,199469.35483870967,697.9794092592523,Lawrence,2747.0,59.599999999999966,17002.0,1533.0,2.7999999999999985,1949.0,373.0,1.649999999999999,0.3087004004368403,0.42409901710957415,0.23974082073434125,0.06392694063926946,1.0,72.0,0.026210411357844937,0.5894110569999998
1500000US170310313005,2016,Uptown,UPTOWN,North,480.00859125945806,142283.3404255319,30.0,75.06666666666666,302.8522105503351,127025.4,419.430321374154,Argyle,1687.0,39.1,42857.0,890.0,3.700000000000002,1939.0,859.0,1.9699999999999993,0.3811499703615889,0.20865441612329588,0.4656716417910451,0.035955056179775256,0.0,34.0,0.02015411973918198,0.3513719500000001
1500000US170310313005,2017,Uptown,UPTOWN,North,435.03578253806506,154820.75471698114,32.0,67.0625,451.7620820343028,123501.25,273.3767505317598,Argyle,1973.0,37.799999999999976,49583.0,1088.0,3.599999999999998,1939.0,950.0,1.8900000000000003,0.4764318297009633,0.1799290420679168,0.5689149560117303,0.03952205882352943,0.0,32.0,0.01621895590471363,0.35137195000000015
1500000US170310313005,2018,Uptown,UPTOWN,North,476.923960985414,159597.4358974359,36.0,70.47222222222223,397.6957878460989,118305.55555555556,297.4775171653004,Argyle,1677.0,39.299999999999976,59315.0,1014.0,3.400000000000002,1960.0,928.0,1.7199999999999993,0.5169946332737029,0.22242098986285017,0.5372549019607846,0.036489151873767264,0.0,53.0,0.03160405485986883,0.3513719500000002
1500000US170310313005,2019,Uptown,UPTOWN,North,584.0283159009132,156178.09302325582,47.0,72.57446808510639,480.00859125945806,142283.3404255319,296.41832045590155,Argyle,1612.0,39.400000000000034,52000.0,1033.0,3.4000000000000026,1959.0,960.0,1.62,0.6966501240694786,0.15384615384615397,0.34482758620689674,0.035818005808325275,0.0,44.0,0.027295285359801483,0.3513719500000003
1500000US170310314001,2016,Uptown,UPTOWN,North,1193.0510806599946,183833.91228070174,43.0,49.02325581395349,809.709633526851,158161.48837209304,195.33111849390906,Sheridan,1430.0,44.599999999999966,76538.0,1160.0,3.2999999999999994,1962.0,1058.0,1.3900000000000003,0.7993006993006988,0.0923076923076924,0.05059523809523813,0.1120689655172414,1.0,26.0,0.018181818181818184,0.3528629770000004
1500000US170310314001,2017,Uptown,UPTOWN,North,1171.9634609503998,205500.5185185185,45.0,47.422222222222224,761.6168954802206,211402.24444444446,277.57031875080645,Sheridan,1564.0,44.79999999999997,86010.0,1239.0,3.3,1962.0,1097.0,1.469999999999999,0.6956521739130431,0.1445012787723785,0.08997429305912603,0.14366424535916072,1.0,22.0,0.014066496163682864,0.3528629770000004
1500000US170310314001,2018,Uptown,UPTOWN,North,1181.8417310979141,199838.64406779662,45.0,51.4,783.3089070968664,188434.44444444444,240.56211124015988,Sheridan,1631.0,46.70000000000002,92604.0,1246.0,3.3,1961.0,1095.0,1.5099999999999998,0.7240956468424283,0.10852237890864498,0.0913461538461538,0.13402889245585864,1.0,21.0,0.012875536480686697,0.3528629770000004
1500000US170310314001,2019,Uptown,UPTOWN,North,908.2115246614476,232663.375,57.0,49.0,1193.0510806599946,183833.91228070174,154.0872098946552,Sheridan,1538.0,52.5,69596.0,1217.0,3.3000000000000025,1960.0,1098.0,1.530000000000001,0.7119635890767235,0.12678803641092345,0.11282051282051268,0.1741988496302385,1.0,22.0,0.014304291287386202,0.3528629770000005
1500000US170310314002,2016,Uptown,UPTOWN,North,1100.1561104902873,229140.0,15.0,36.333333333333336,997.0750077629096,192250.0,192.8139793929268,Sheridan,819.0,37.8,66469.0,510.0,3.5,1972.0,926.0,1.75,0.8717948717948721,0.0,0.375,0.08431372549019607,1.0,16.0,0.01953601953601953,0.61021492
1500000US170310314002,2017,Uptown,UPTOWN,North,1187.3175388532736,250450.0,15.0,37.0,1341.3208005470533,232695.06666666668,173.48203842940686,Sheridan,832.0,38.8,81308.0,542.0,3.600000000000001,1973.0,991.0,1.68,0.9807692307692304,0.019230769230769225,0.218978102189781,0.08487084870848706,1.0,13.0,0.015625,0.61021492
1500000US170310314002,2018,Uptown,UPTOWN,North,1437.9091731786243,265666.6666666667,23.0,38.21739130434783,885.2027853420105,262012.26086956522,295.9912295896506,Sheridan,619.0,31.700000000000006,81452.0,445.0,3.2999999999999985,1973.0,982.0,1.5399999999999994,0.9741518578352174,0.02584814216478192,0.13888888888888887,0.09662921348314608,1.0,20.0,0.03231017770597737,0.6102149200000002
